hpi_flavor,frequency,place_name,yr,period,index_nsa
all-transactions,quarterly,Hawaii,1980,4,107.09
all-transactions,quarterly,Hawaii,1981,1,101.93
all-transactions,quarterly,Hawaii,1981,2,97.99
all-transactions,quarterly,Hawaii,1981,3,85.43
all-transactions,quarterly,Hawaii,1981,4,49.57
all-transactions,quarterly,Hawaii,1982,1,112.55
all-transactions,quarterly,Hawaii,1982,2,103.06
all-transactions,quarterly,Hawaii,1982,3,100.44
all-transactions,quarterly,Hawaii,1982,4,86.32
all-transactions,quarterly,Hawaii,1983,1,101.91
all-transactions,quarterly,Hawaii,1983,2,105.9
all-transactions,quarterly,Hawaii,1983,3,111.83
all-transactions,quarterly,Hawaii,1983,4,105.78
all-transactions,quarterly,Hawaii,1984,1,108.82
all-transactions,quarterly,Hawaii,1984,2,113.28
all-transactions,quarterly,Hawaii,1984,3,110.2
all-transactions,quarterly,Hawaii,1984,4,109.11
all-transactions,quarterly,Hawaii,1985,1,114.63
all-transactions,quarterly,Hawaii,1985,2,112.86
all-transactions,quarterly,Hawaii,1985,3,116.72
all-transactions,quarterly,Hawaii,1985,4,117.51
all-transactions,quarterly,Hawaii,1986,1,119.73
all-transactions,quarterly,Hawaii,1986,2,119.81
all-transactions,quarterly,Hawaii,1986,3,120.87
all-transactions,quarterly,Hawaii,1986,4,123.58
all-transactions,quarterly,Hawaii,1987,1,127.54
all-transactions,quarterly,Hawaii,1987,2,130.6
all-transactions,quarterly,Hawaii,1987,3,132.55
all-transactions,quarterly,Hawaii,1987,4,135.33
all-transactions,quarterly,Hawaii,1988,1,143.95
all-transactions,quarterly,Hawaii,1988,2,151.39
all-transactions,quarterly,Hawaii,1988,3,155.3
all-transactions,quarterly,Hawaii,1988,4,166.28
all-transactions,quarterly,Hawaii,1989,1,178.34
all-transactions,quarterly,Hawaii,1989,2,183.15
all-transactions,quarterly,Hawaii,1989,3,196.24
all-transactions,quarterly,Hawaii,1989,4,202.76
all-transactions,quarterly,Hawaii,1990,1,217.59
all-transactions,quarterly,Hawaii,1990,2,230.49
all-transactions,quarterly,Hawaii,1990,3,241.36
all-transactions,quarterly,Hawaii,1990,4,251.16
all-transactions,quarterly,Hawaii,1991,1,256.84
all-transactions,quarterly,Hawaii,1991,2,259.3
all-transactions,quarterly,Hawaii,1991,3,259.41
all-transactions,quarterly,Hawaii,1991,4,263.32
all-transactions,quarterly,Hawaii,1992,1,262.55
all-transactions,quarterly,Hawaii,1992,2,261.82
all-transactions,quarterly,Hawaii,1992,3,264.15
all-transactions,quarterly,Hawaii,1992,4,264.78
all-transactions,quarterly,Hawaii,1993,1,263.99
all-transactions,quarterly,Hawaii,1993,2,265.41
all-transactions,quarterly,Hawaii,1993,3,264.18
all-transactions,quarterly,Hawaii,1993,4,265.62
all-transactions,quarterly,Hawaii,1994,1,266.74
all-transactions,quarterly,Hawaii,1994,2,263.27
all-transactions,quarterly,Hawaii,1994,3,265.88
all-transactions,quarterly,Hawaii,1994,4,259.22
all-transactions,quarterly,Hawaii,1995,1,257.59
all-transactions,quarterly,Hawaii,1995,2,260.45
all-transactions,quarterly,Hawaii,1995,3,261.34
all-transactions,quarterly,Hawaii,1995,4,261.98
all-transactions,quarterly,Hawaii,1996,1,256.63
all-transactions,quarterly,Hawaii,1996,2,251.34
all-transactions,quarterly,Hawaii,1996,3,243.87
all-transactions,quarterly,Hawaii,1996,4,238.74
all-transactions,quarterly,Hawaii,1997,1,235.76
all-transactions,quarterly,Hawaii,1997,2,230.5
all-transactions,quarterly,Hawaii,1997,3,231.23
all-transactions,quarterly,Hawaii,1997,4,228.96
all-transactions,quarterly,Hawaii,1998,1,230.17
all-transactions,quarterly,Hawaii,1998,2,230.3
all-transactions,quarterly,Hawaii,1998,3,232.08
all-transactions,quarterly,Hawaii,1998,4,230.79
all-transactions,quarterly,Hawaii,1999,1,229.76
all-transactions,quarterly,Hawaii,1999,2,227.69
all-transactions,quarterly,Hawaii,1999,3,223.69
all-transactions,quarterly,Hawaii,1999,4,223.65
all-transactions,quarterly,Hawaii,2000,1,229.23
all-transactions,quarterly,Hawaii,2000,2,229.63
all-transactions,quarterly,Hawaii,2000,3,232.6
all-transactions,quarterly,Hawaii,2000,4,238.39
all-transactions,quarterly,Hawaii,2001,1,246.02
all-transactions,quarterly,Hawaii,2001,2,249.83
all-transactions,quarterly,Hawaii,2001,3,254.22
all-transactions,quarterly,Hawaii,2001,4,257.85
all-transactions,quarterly,Hawaii,2002,1,261.98
all-transactions,quarterly,Hawaii,2002,2,267.94
all-transactions,quarterly,Hawaii,2002,3,276.14
all-transactions,quarterly,Hawaii,2002,4,279.63
all-transactions,quarterly,Hawaii,2003,1,287.65
all-transactions,quarterly,Hawaii,2003,2,294.36
all-transactions,quarterly,Hawaii,2003,3,303
all-transactions,quarterly,Hawaii,2003,4,320.1
all-transactions,quarterly,Hawaii,2004,1,335.38
all-transactions,quarterly,Hawaii,2004,2,354.42
all-transactions,quarterly,Hawaii,2004,3,388.24
all-transactions,quarterly,Hawaii,2004,4,402.65
all-transactions,quarterly,Hawaii,2005,1,421.56
all-transactions,quarterly,Hawaii,2005,2,445.67
all-transactions,quarterly,Hawaii,2005,3,474.31
all-transactions,quarterly,Hawaii,2005,4,500.24
all-transactions,quarterly,Hawaii,2006,1,519.14
all-transactions,quarterly,Hawaii,2006,2,523.08
all-transactions,quarterly,Hawaii,2006,3,533
all-transactions,quarterly,Hawaii,2006,4,531.18
all-transactions,quarterly,Hawaii,2007,1,538.1
all-transactions,quarterly,Hawaii,2007,2,539
all-transactions,quarterly,Hawaii,2007,3,536.47
all-transactions,quarterly,Hawaii,2007,4,534.27
all-transactions,quarterly,Hawaii,2008,1,528.31
all-transactions,quarterly,Hawaii,2008,2,517.99
all-transactions,quarterly,Hawaii,2008,3,503.42
all-transactions,quarterly,Hawaii,2008,4,493.84
all-transactions,quarterly,Hawaii,2009,1,490.59
all-transactions,quarterly,Hawaii,2009,2,469.98
all-transactions,quarterly,Hawaii,2009,3,456.72
all-transactions,quarterly,Hawaii,2009,4,450.14
all-transactions,quarterly,Hawaii,2010,1,449.43
all-transactions,quarterly,Hawaii,2010,2,446.72
all-transactions,quarterly,Hawaii,2010,3,448.75
all-transactions,quarterly,Hawaii,2010,4,449.63
all-transactions,quarterly,Hawaii,2011,1,440.25
all-transactions,quarterly,Hawaii,2011,2,440.99
all-transactions,quarterly,Hawaii,2011,3,443.44
all-transactions,quarterly,Hawaii,2011,4,443.15
all-transactions,quarterly,Hawaii,2012,1,444.57
all-transactions,quarterly,Hawaii,2012,2,441.74
all-transactions,quarterly,Hawaii,2012,3,448.98
all-transactions,quarterly,Hawaii,2012,4,453.32
all-transactions,quarterly,Hawaii,2013,1,457.41
all-transactions,quarterly,Hawaii,2013,2,465.27
all-transactions,quarterly,Hawaii,2013,3,476.74
all-transactions,quarterly,Hawaii,2013,4,488.39
all-transactions,quarterly,Hawaii,2014,1,493.96
all-transactions,quarterly,Hawaii,2014,2,500.07
all-transactions,quarterly,Hawaii,2014,3,511.16
all-transactions,quarterly,Hawaii,2014,4,518.55
all-transactions,quarterly,Hawaii,2015,1,528.62
all-transactions,quarterly,Hawaii,2015,2,532.94
all-transactions,quarterly,Hawaii,2015,3,542.76
all-transactions,quarterly,Hawaii,2015,4,548.31
all-transactions,quarterly,Hawaii,2016,1,564.92
all-transactions,quarterly,Hawaii,2016,2,567.07
all-transactions,quarterly,Hawaii,2016,3,577.33
all-transactions,quarterly,Hawaii,2016,4,584.72
all-transactions,quarterly,Hawaii,2017,1,590.73
all-transactions,quarterly,Hawaii,2017,2,599.26
all-transactions,quarterly,Hawaii,2017,3,609.61
all-transactions,quarterly,Hawaii,2017,4,617.09
all-transactions,quarterly,Hawaii,2018,1,626.41
all-transactions,quarterly,Hawaii,2018,2,631.26
all-transactions,quarterly,Hawaii,2018,3,643.42
all-transactions,quarterly,Iowa,1975,1,58.24
all-transactions,quarterly,Iowa,1975,2,64.28
all-transactions,quarterly,Iowa,1975,3,63.52
all-transactions,quarterly,Iowa,1975,4,65.78
all-transactions,quarterly,Iowa,1976,1,67.46
all-transactions,quarterly,Iowa,1976,2,70.15
all-transactions,quarterly,Iowa,1976,3,73.72
all-transactions,quarterly,Iowa,1976,4,71.45
all-transactions,quarterly,Iowa,1977,1,75.81
all-transactions,quarterly,Iowa,1977,2,78.1
all-transactions,quarterly,Iowa,1977,3,80.18
all-transactions,quarterly,Iowa,1977,4,83.56
all-transactions,quarterly,Iowa,1978,1,85.84
all-transactions,quarterly,Iowa,1978,2,90.14
all-transactions,quarterly,Iowa,1978,3,91.04
all-transactions,quarterly,Iowa,1978,4,95.6
all-transactions,quarterly,Iowa,1979,1,96.45
all-transactions,quarterly,Iowa,1979,2,99.38
all-transactions,quarterly,Iowa,1979,3,102.26
all-transactions,quarterly,Iowa,1979,4,101.76
all-transactions,quarterly,Iowa,1980,1,100
all-transactions,quarterly,Iowa,1980,2,100.71
all-transactions,quarterly,Iowa,1980,3,101.43
all-transactions,quarterly,Iowa,1980,4,97.54
all-transactions,quarterly,Iowa,1981,1,94.65
all-transactions,quarterly,Iowa,1981,2,92.58
all-transactions,quarterly,Iowa,1981,3,87.86
all-transactions,quarterly,Iowa,1981,4,102.65
all-transactions,quarterly,Iowa,1982,1,94.08
all-transactions,quarterly,Iowa,1982,2,96.87
all-transactions,quarterly,Iowa,1982,3,89.94
all-transactions,quarterly,Iowa,1982,4,94.37
all-transactions,quarterly,Iowa,1983,1,97.89
all-transactions,quarterly,Iowa,1983,2,99.14
all-transactions,quarterly,Iowa,1983,3,99.23
all-transactions,quarterly,Iowa,1983,4,98.47
all-transactions,quarterly,Iowa,1984,1,98.62
all-transactions,quarterly,Iowa,1984,2,100.59
all-transactions,quarterly,Iowa,1984,3,99.21
all-transactions,quarterly,Iowa,1984,4,100.88
all-transactions,quarterly,Iowa,1985,1,101.4
all-transactions,quarterly,Iowa,1985,2,101.5
all-transactions,quarterly,Iowa,1985,3,103.08
all-transactions,quarterly,Iowa,1985,4,102.02
all-transactions,quarterly,Iowa,1986,1,103.19
all-transactions,quarterly,Iowa,1986,2,103.8
all-transactions,quarterly,Iowa,1986,3,104.2
all-transactions,quarterly,Iowa,1986,4,103.92
all-transactions,quarterly,Iowa,1987,1,105.36
all-transactions,quarterly,Iowa,1987,2,105.33
all-transactions,quarterly,Iowa,1987,3,105.5
all-transactions,quarterly,Iowa,1987,4,102.29
all-transactions,quarterly,Iowa,1988,1,104.58
all-transactions,quarterly,Iowa,1988,2,106.27
all-transactions,quarterly,Iowa,1988,3,108.42
all-transactions,quarterly,Iowa,1988,4,108.02
all-transactions,quarterly,Iowa,1989,1,109.89
all-transactions,quarterly,Iowa,1989,2,111.11
all-transactions,quarterly,Iowa,1989,3,113.13
all-transactions,quarterly,Iowa,1989,4,114.08
all-transactions,quarterly,Iowa,1990,1,115.64
all-transactions,quarterly,Iowa,1990,2,117.07
all-transactions,quarterly,Iowa,1990,3,118.7
all-transactions,quarterly,Iowa,1990,4,119.61
all-transactions,quarterly,Iowa,1991,1,121.23
all-transactions,quarterly,Iowa,1991,2,122.53
all-transactions,quarterly,Iowa,1991,3,123.67
all-transactions,quarterly,Iowa,1991,4,125.5
all-transactions,quarterly,Iowa,1992,1,125.94
all-transactions,quarterly,Iowa,1992,2,127.98
all-transactions,quarterly,Iowa,1992,3,129.63
all-transactions,quarterly,Iowa,1992,4,130.77
all-transactions,quarterly,Iowa,1993,1,131.94
all-transactions,quarterly,Iowa,1993,2,133.86
all-transactions,quarterly,Iowa,1993,3,136.58
all-transactions,quarterly,Iowa,1993,4,138.12
all-transactions,quarterly,Iowa,1994,1,140.71
all-transactions,quarterly,Iowa,1994,2,144.33
all-transactions,quarterly,Iowa,1994,3,147.06
all-transactions,quarterly,Iowa,1994,4,147.22
all-transactions,quarterly,Iowa,1995,1,148.83
all-transactions,quarterly,Iowa,1995,2,152.11
all-transactions,quarterly,Iowa,1995,3,154.3
all-transactions,quarterly,Iowa,1995,4,155.71
all-transactions,quarterly,Iowa,1996,1,157.79
all-transactions,quarterly,Iowa,1996,2,159.2
all-transactions,quarterly,Iowa,1996,3,160.57
all-transactions,quarterly,Iowa,1996,4,161.61
all-transactions,quarterly,Iowa,1997,1,163.25
all-transactions,quarterly,Iowa,1997,2,165.05
all-transactions,quarterly,Iowa,1997,3,167.48
all-transactions,quarterly,Iowa,1997,4,168.94
all-transactions,quarterly,Iowa,1998,1,171.12
all-transactions,quarterly,Iowa,1998,2,173.29
all-transactions,quarterly,Iowa,1998,3,175.15
all-transactions,quarterly,Iowa,1998,4,177.37
all-transactions,quarterly,Iowa,1999,1,178.93
all-transactions,quarterly,Iowa,1999,2,181.55
all-transactions,quarterly,Iowa,1999,3,182.69
all-transactions,quarterly,Iowa,1999,4,183.81
all-transactions,quarterly,Iowa,2000,1,185.75
all-transactions,quarterly,Iowa,2000,2,188.26
all-transactions,quarterly,Iowa,2000,3,190.76
all-transactions,quarterly,Iowa,2000,4,192.17
all-transactions,quarterly,Iowa,2001,1,196.24
all-transactions,quarterly,Iowa,2001,2,198.36
all-transactions,quarterly,Iowa,2001,3,199.74
all-transactions,quarterly,Iowa,2001,4,202.15
all-transactions,quarterly,Iowa,2002,1,203.92
all-transactions,quarterly,Iowa,2002,2,204.92
all-transactions,quarterly,Iowa,2002,3,207.48
all-transactions,quarterly,Iowa,2002,4,209.23
all-transactions,quarterly,Iowa,2003,1,210.56
all-transactions,quarterly,Iowa,2003,2,212.17
all-transactions,quarterly,Iowa,2003,3,214.75
all-transactions,quarterly,Iowa,2003,4,218.08
all-transactions,quarterly,Iowa,2004,1,219.74
all-transactions,quarterly,Iowa,2004,2,222.1
all-transactions,quarterly,Iowa,2004,3,225.16
all-transactions,quarterly,Iowa,2004,4,227.7
all-transactions,quarterly,Iowa,2005,1,230.25
all-transactions,quarterly,Iowa,2005,2,233.07
all-transactions,quarterly,Iowa,2005,3,236.69
all-transactions,quarterly,Iowa,2005,4,238.64
all-transactions,quarterly,Iowa,2006,1,238.66
all-transactions,quarterly,Iowa,2006,2,240.05
all-transactions,quarterly,Iowa,2006,3,241.45
all-transactions,quarterly,Iowa,2006,4,243.4
all-transactions,quarterly,Iowa,2007,1,244.28
all-transactions,quarterly,Iowa,2007,2,246.31
all-transactions,quarterly,Iowa,2007,3,246.25
all-transactions,quarterly,Iowa,2007,4,247.69
all-transactions,quarterly,Iowa,2008,1,248.99
all-transactions,quarterly,Iowa,2008,2,247.69
all-transactions,quarterly,Iowa,2008,3,245.65
all-transactions,quarterly,Iowa,2008,4,246.82
all-transactions,quarterly,Iowa,2009,1,249.14
all-transactions,quarterly,Iowa,2009,2,247.58
all-transactions,quarterly,Iowa,2009,3,246.14
all-transactions,quarterly,Iowa,2009,4,245.52
all-transactions,quarterly,Iowa,2010,1,243.69
all-transactions,quarterly,Iowa,2010,2,244.46
all-transactions,quarterly,Iowa,2010,3,246.68
all-transactions,quarterly,Iowa,2010,4,246.66
all-transactions,quarterly,Iowa,2011,1,244.4
all-transactions,quarterly,Iowa,2011,2,242.82
all-transactions,quarterly,Iowa,2011,3,245.21
all-transactions,quarterly,Iowa,2011,4,246.25
all-transactions,quarterly,Iowa,2012,1,246.24
all-transactions,quarterly,Iowa,2012,2,246.13
all-transactions,quarterly,Iowa,2012,3,247.94
all-transactions,quarterly,Iowa,2012,4,249.01
all-transactions,quarterly,Iowa,2013,1,249.48
all-transactions,quarterly,Iowa,2013,2,251.19
all-transactions,quarterly,Iowa,2013,3,252.21
all-transactions,quarterly,Iowa,2013,4,252.49
all-transactions,quarterly,Iowa,2014,1,252.36
all-transactions,quarterly,Iowa,2014,2,255.62
all-transactions,quarterly,Iowa,2014,3,258.47
all-transactions,quarterly,Iowa,2014,4,259.35
all-transactions,quarterly,Iowa,2015,1,260.32
all-transactions,quarterly,Iowa,2015,2,264.05
all-transactions,quarterly,Iowa,2015,3,266.55
all-transactions,quarterly,Iowa,2015,4,268.86
all-transactions,quarterly,Iowa,2016,1,269.9
all-transactions,quarterly,Iowa,2016,2,272.73
all-transactions,quarterly,Iowa,2016,3,277.33
all-transactions,quarterly,Iowa,2016,4,278.62
all-transactions,quarterly,Iowa,2017,1,280.86
all-transactions,quarterly,Iowa,2017,2,285.3
all-transactions,quarterly,Iowa,2017,3,290.09
all-transactions,quarterly,Iowa,2017,4,291.77
all-transactions,quarterly,Iowa,2018,1,292.43
all-transactions,quarterly,Iowa,2018,2,300.04
all-transactions,quarterly,Iowa,2018,3,303.6
all-transactions,quarterly,Idaho,1975,1,68.02
all-transactions,quarterly,Idaho,1975,2,64.2
all-transactions,quarterly,Idaho,1975,3,63.94
all-transactions,quarterly,Idaho,1975,4,60.99
all-transactions,quarterly,Idaho,1976,1,65.35
all-transactions,quarterly,Idaho,1976,2,68.5
all-transactions,quarterly,Idaho,1976,3,68
all-transactions,quarterly,Idaho,1976,4,68.86
all-transactions,quarterly,Idaho,1977,1,73.42
all-transactions,quarterly,Idaho,1977,2,72.95
all-transactions,quarterly,Idaho,1977,3,77.32
all-transactions,quarterly,Idaho,1977,4,83.6
all-transactions,quarterly,Idaho,1978,1,88.33
all-transactions,quarterly,Idaho,1978,2,88.05
all-transactions,quarterly,Idaho,1978,3,90.45
all-transactions,quarterly,Idaho,1978,4,88.33
all-transactions,quarterly,Idaho,1979,1,96.18
all-transactions,quarterly,Idaho,1979,2,92.9
all-transactions,quarterly,Idaho,1979,3,96.71
all-transactions,quarterly,Idaho,1979,4,99.26
all-transactions,quarterly,Idaho,1980,1,100
all-transactions,quarterly,Idaho,1980,2,98.79
all-transactions,quarterly,Idaho,1980,3,104.03
all-transactions,quarterly,Idaho,1980,4,98.73
all-transactions,quarterly,Idaho,1981,1,108.7
all-transactions,quarterly,Idaho,1981,2,100.97
all-transactions,quarterly,Idaho,1981,3,98.77
all-transactions,quarterly,Idaho,1981,4,116.4
all-transactions,quarterly,Idaho,1982,1,99.14
all-transactions,quarterly,Idaho,1982,2,109.24
all-transactions,quarterly,Idaho,1982,3,103.23
all-transactions,quarterly,Idaho,1982,4,110.46
all-transactions,quarterly,Idaho,1983,1,109.94
all-transactions,quarterly,Idaho,1983,2,105.33
all-transactions,quarterly,Idaho,1983,3,104.4
all-transactions,quarterly,Idaho,1983,4,106.25
all-transactions,quarterly,Idaho,1984,1,107.29
all-transactions,quarterly,Idaho,1984,2,106.62
all-transactions,quarterly,Idaho,1984,3,108.82
all-transactions,quarterly,Idaho,1984,4,111.39
all-transactions,quarterly,Idaho,1985,1,106.94
all-transactions,quarterly,Idaho,1985,2,112.36
all-transactions,quarterly,Idaho,1985,3,113.29
all-transactions,quarterly,Idaho,1985,4,110.55
all-transactions,quarterly,Idaho,1986,1,112.67
all-transactions,quarterly,Idaho,1986,2,111.43
all-transactions,quarterly,Idaho,1986,3,112.41
all-transactions,quarterly,Idaho,1986,4,113.04
all-transactions,quarterly,Idaho,1987,1,114.18
all-transactions,quarterly,Idaho,1987,2,112.04
all-transactions,quarterly,Idaho,1987,3,108.62
all-transactions,quarterly,Idaho,1987,4,108.52
all-transactions,quarterly,Idaho,1988,1,111.47
all-transactions,quarterly,Idaho,1988,2,112.02
all-transactions,quarterly,Idaho,1988,3,109.96
all-transactions,quarterly,Idaho,1988,4,109.82
all-transactions,quarterly,Idaho,1989,1,113.92
all-transactions,quarterly,Idaho,1989,2,113.6
all-transactions,quarterly,Idaho,1989,3,115.68
all-transactions,quarterly,Idaho,1989,4,116.63
all-transactions,quarterly,Idaho,1990,1,118.57
all-transactions,quarterly,Idaho,1990,2,123.04
all-transactions,quarterly,Idaho,1990,3,125.68
all-transactions,quarterly,Idaho,1990,4,124.84
all-transactions,quarterly,Idaho,1991,1,127.97
all-transactions,quarterly,Idaho,1991,2,128.37
all-transactions,quarterly,Idaho,1991,3,131.51
all-transactions,quarterly,Idaho,1991,4,134.46
all-transactions,quarterly,Idaho,1992,1,135.8
all-transactions,quarterly,Idaho,1992,2,137.37
all-transactions,quarterly,Idaho,1992,3,140.35
all-transactions,quarterly,Idaho,1992,4,144.1
all-transactions,quarterly,Idaho,1993,1,145.44
all-transactions,quarterly,Idaho,1993,2,150.08
all-transactions,quarterly,Idaho,1993,3,154.1
all-transactions,quarterly,Idaho,1993,4,157.13
all-transactions,quarterly,Idaho,1994,1,157.95
all-transactions,quarterly,Idaho,1994,2,164.05
all-transactions,quarterly,Idaho,1994,3,165.9
all-transactions,quarterly,Idaho,1994,4,167.11
all-transactions,quarterly,Idaho,1995,1,167.49
all-transactions,quarterly,Idaho,1995,2,171.87
all-transactions,quarterly,Idaho,1995,3,175.07
all-transactions,quarterly,Idaho,1995,4,176.65
all-transactions,quarterly,Idaho,1996,1,179.24
all-transactions,quarterly,Idaho,1996,2,177.59
all-transactions,quarterly,Idaho,1996,3,178.25
all-transactions,quarterly,Idaho,1996,4,179.59
all-transactions,quarterly,Idaho,1997,1,181.2
all-transactions,quarterly,Idaho,1997,2,181.62
all-transactions,quarterly,Idaho,1997,3,184.54
all-transactions,quarterly,Idaho,1997,4,186.8
all-transactions,quarterly,Idaho,1998,1,188.83
all-transactions,quarterly,Idaho,1998,2,189.59
all-transactions,quarterly,Idaho,1998,3,190.53
all-transactions,quarterly,Idaho,1998,4,191.83
all-transactions,quarterly,Idaho,1999,1,193.8
all-transactions,quarterly,Idaho,1999,2,194.6
all-transactions,quarterly,Idaho,1999,3,193.08
all-transactions,quarterly,Idaho,1999,4,192.98
all-transactions,quarterly,Idaho,2000,1,195.5
all-transactions,quarterly,Idaho,2000,2,195.64
all-transactions,quarterly,Idaho,2000,3,197.17
all-transactions,quarterly,Idaho,2000,4,199.63
all-transactions,quarterly,Idaho,2001,1,204.45
all-transactions,quarterly,Idaho,2001,2,206.67
all-transactions,quarterly,Idaho,2001,3,207.93
all-transactions,quarterly,Idaho,2001,4,210.32
all-transactions,quarterly,Idaho,2002,1,210.67
all-transactions,quarterly,Idaho,2002,2,211.77
all-transactions,quarterly,Idaho,2002,3,214.93
all-transactions,quarterly,Idaho,2002,4,217.09
all-transactions,quarterly,Idaho,2003,1,219.14
all-transactions,quarterly,Idaho,2003,2,220.99
all-transactions,quarterly,Idaho,2003,3,222.76
all-transactions,quarterly,Idaho,2003,4,226.07
all-transactions,quarterly,Idaho,2004,1,228.59
all-transactions,quarterly,Idaho,2004,2,234.39
all-transactions,quarterly,Idaho,2004,3,242.39
all-transactions,quarterly,Idaho,2004,4,248.61
all-transactions,quarterly,Idaho,2005,1,254.76
all-transactions,quarterly,Idaho,2005,2,266.1
all-transactions,quarterly,Idaho,2005,3,281.95
all-transactions,quarterly,Idaho,2005,4,294.88
all-transactions,quarterly,Idaho,2006,1,305.42
all-transactions,quarterly,Idaho,2006,2,317.05
all-transactions,quarterly,Idaho,2006,3,325.58
all-transactions,quarterly,Idaho,2006,4,333.73
all-transactions,quarterly,Idaho,2007,1,338.5
all-transactions,quarterly,Idaho,2007,2,338.99
all-transactions,quarterly,Idaho,2007,3,339.49
all-transactions,quarterly,Idaho,2007,4,339.63
all-transactions,quarterly,Idaho,2008,1,340.95
all-transactions,quarterly,Idaho,2008,2,333.09
all-transactions,quarterly,Idaho,2008,3,323.22
all-transactions,quarterly,Idaho,2008,4,323.5
all-transactions,quarterly,Idaho,2009,1,324.48
all-transactions,quarterly,Idaho,2009,2,313.25
all-transactions,quarterly,Idaho,2009,3,299.42
all-transactions,quarterly,Idaho,2009,4,294.34
all-transactions,quarterly,Idaho,2010,1,284.98
all-transactions,quarterly,Idaho,2010,2,280.26
all-transactions,quarterly,Idaho,2010,3,279.29
all-transactions,quarterly,Idaho,2010,4,272.35
all-transactions,quarterly,Idaho,2011,1,257.69
all-transactions,quarterly,Idaho,2011,2,248.45
all-transactions,quarterly,Idaho,2011,3,252.84
all-transactions,quarterly,Idaho,2011,4,257.43
all-transactions,quarterly,Idaho,2012,1,255.36
all-transactions,quarterly,Idaho,2012,2,252.82
all-transactions,quarterly,Idaho,2012,3,258.23
all-transactions,quarterly,Idaho,2012,4,262.52
all-transactions,quarterly,Idaho,2013,1,265.09
all-transactions,quarterly,Idaho,2013,2,267.85
all-transactions,quarterly,Idaho,2013,3,276.02
all-transactions,quarterly,Idaho,2013,4,277.25
all-transactions,quarterly,Idaho,2014,1,280.87
all-transactions,quarterly,Idaho,2014,2,285.79
all-transactions,quarterly,Idaho,2014,3,289.73
all-transactions,quarterly,Idaho,2014,4,291.81
all-transactions,quarterly,Idaho,2015,1,296.68
all-transactions,quarterly,Idaho,2015,2,301.68
all-transactions,quarterly,Idaho,2015,3,308.92
all-transactions,quarterly,Idaho,2015,4,314.37
all-transactions,quarterly,Idaho,2016,1,317.03
all-transactions,quarterly,Idaho,2016,2,324.01
all-transactions,quarterly,Idaho,2016,3,335.26
all-transactions,quarterly,Idaho,2016,4,337.12
all-transactions,quarterly,Idaho,2017,1,341.48
all-transactions,quarterly,Idaho,2017,2,359.23
all-transactions,quarterly,Idaho,2017,3,365.46
all-transactions,quarterly,Idaho,2017,4,372.62
all-transactions,quarterly,Idaho,2018,1,382.53
all-transactions,quarterly,Idaho,2018,2,401.51
all-transactions,quarterly,Idaho,2018,3,413.13
all-transactions,quarterly,Illinois,1975,1,66.38
all-transactions,quarterly,Illinois,1975,2,62.77
all-transactions,quarterly,Illinois,1975,3,63.99
all-transactions,quarterly,Illinois,1975,4,66.48
all-transactions,quarterly,Illinois,1976,1,67.53
all-transactions,quarterly,Illinois,1976,2,70.27
all-transactions,quarterly,Illinois,1976,3,73.57
all-transactions,quarterly,Illinois,1976,4,73.2
all-transactions,quarterly,Illinois,1977,1,80.29
all-transactions,quarterly,Illinois,1977,2,83.34
all-transactions,quarterly,Illinois,1977,3,83.21
all-transactions,quarterly,Illinois,1977,4,88.56
all-transactions,quarterly,Illinois,1978,1,90.95
all-transactions,quarterly,Illinois,1978,2,98.01
all-transactions,quarterly,Illinois,1978,3,99.47
all-transactions,quarterly,Illinois,1978,4,102.01
all-transactions,quarterly,Illinois,1979,1,97.2
all-transactions,quarterly,Illinois,1979,2,101.83
all-transactions,quarterly,Illinois,1979,3,100.47
all-transactions,quarterly,Illinois,1979,4,99.86
all-transactions,quarterly,Illinois,1980,1,100
all-transactions,quarterly,Illinois,1980,2,100.45
all-transactions,quarterly,Illinois,1980,3,102.07
all-transactions,quarterly,Illinois,1980,4,99.84
all-transactions,quarterly,Illinois,1981,1,101.09
all-transactions,quarterly,Illinois,1981,2,107.16
all-transactions,quarterly,Illinois,1981,3,106.1
all-transactions,quarterly,Illinois,1981,4,108.29
all-transactions,quarterly,Illinois,1982,1,104.49
all-transactions,quarterly,Illinois,1982,2,103.4
all-transactions,quarterly,Illinois,1982,3,99.29
all-transactions,quarterly,Illinois,1982,4,101.23
all-transactions,quarterly,Illinois,1983,1,102.09
all-transactions,quarterly,Illinois,1983,2,104.9
all-transactions,quarterly,Illinois,1983,3,105.92
all-transactions,quarterly,Illinois,1983,4,107.14
all-transactions,quarterly,Illinois,1984,1,107.77
all-transactions,quarterly,Illinois,1984,2,110.47
all-transactions,quarterly,Illinois,1984,3,111.15
all-transactions,quarterly,Illinois,1984,4,112.71
all-transactions,quarterly,Illinois,1985,1,113.59
all-transactions,quarterly,Illinois,1985,2,114.98
all-transactions,quarterly,Illinois,1985,3,116.3
all-transactions,quarterly,Illinois,1985,4,118.25
all-transactions,quarterly,Illinois,1986,1,119.97
all-transactions,quarterly,Illinois,1986,2,122.66
all-transactions,quarterly,Illinois,1986,3,125.41
all-transactions,quarterly,Illinois,1986,4,128.33
all-transactions,quarterly,Illinois,1987,1,130.79
all-transactions,quarterly,Illinois,1987,2,135.49
all-transactions,quarterly,Illinois,1987,3,138.58
