hpi_flavor,frequency,place_name,yr,period,index_nsa
all-transactions,quarterly,Illinois,1987,4,140.56
all-transactions,quarterly,Illinois,1988,1,143.49
all-transactions,quarterly,Illinois,1988,2,148.04
all-transactions,quarterly,Illinois,1988,3,151.44
all-transactions,quarterly,Illinois,1988,4,152.83
all-transactions,quarterly,Illinois,1989,1,155.68
all-transactions,quarterly,Illinois,1989,2,158.74
all-transactions,quarterly,Illinois,1989,3,162.32
all-transactions,quarterly,Illinois,1989,4,164.3
all-transactions,quarterly,Illinois,1990,1,166.06
all-transactions,quarterly,Illinois,1990,2,167.91
all-transactions,quarterly,Illinois,1990,3,169.88
all-transactions,quarterly,Illinois,1990,4,170.39
all-transactions,quarterly,Illinois,1991,1,172.43
all-transactions,quarterly,Illinois,1991,2,174.23
all-transactions,quarterly,Illinois,1991,3,175.46
all-transactions,quarterly,Illinois,1991,4,177.88
all-transactions,quarterly,Illinois,1992,1,179.08
all-transactions,quarterly,Illinois,1992,2,180.64
all-transactions,quarterly,Illinois,1992,3,182.35
all-transactions,quarterly,Illinois,1992,4,184.01
all-transactions,quarterly,Illinois,1993,1,185.14
all-transactions,quarterly,Illinois,1993,2,186.82
all-transactions,quarterly,Illinois,1993,3,188.75
all-transactions,quarterly,Illinois,1993,4,190.41
all-transactions,quarterly,Illinois,1994,1,193.09
all-transactions,quarterly,Illinois,1994,2,195.84
all-transactions,quarterly,Illinois,1994,3,197.47
all-transactions,quarterly,Illinois,1994,4,197.83
all-transactions,quarterly,Illinois,1995,1,199.84
all-transactions,quarterly,Illinois,1995,2,202.71
all-transactions,quarterly,Illinois,1995,3,205.13
all-transactions,quarterly,Illinois,1995,4,207.02
all-transactions,quarterly,Illinois,1996,1,209.27
all-transactions,quarterly,Illinois,1996,2,209.93
all-transactions,quarterly,Illinois,1996,3,210.95
all-transactions,quarterly,Illinois,1996,4,212.96
all-transactions,quarterly,Illinois,1997,1,214.42
all-transactions,quarterly,Illinois,1997,2,215.93
all-transactions,quarterly,Illinois,1997,3,218.15
all-transactions,quarterly,Illinois,1997,4,220.17
all-transactions,quarterly,Illinois,1998,1,222.05
all-transactions,quarterly,Illinois,1998,2,222.95
all-transactions,quarterly,Illinois,1998,3,225.09
all-transactions,quarterly,Illinois,1998,4,226.78
all-transactions,quarterly,Illinois,1999,1,228.83
all-transactions,quarterly,Illinois,1999,2,231.56
all-transactions,quarterly,Illinois,1999,3,234.9
all-transactions,quarterly,Illinois,1999,4,237.27
all-transactions,quarterly,Illinois,2000,1,241.97
all-transactions,quarterly,Illinois,2000,2,246.12
all-transactions,quarterly,Illinois,2000,3,250.14
all-transactions,quarterly,Illinois,2000,4,253.01
all-transactions,quarterly,Illinois,2001,1,256.31
all-transactions,quarterly,Illinois,2001,2,260.74
all-transactions,quarterly,Illinois,2001,3,265.55
all-transactions,quarterly,Illinois,2001,4,268.04
all-transactions,quarterly,Illinois,2002,1,272.68
all-transactions,quarterly,Illinois,2002,2,277.51
all-transactions,quarterly,Illinois,2002,3,281.08
all-transactions,quarterly,Illinois,2002,4,284.27
all-transactions,quarterly,Illinois,2003,1,287.24
all-transactions,quarterly,Illinois,2003,2,290.15
all-transactions,quarterly,Illinois,2003,3,294.23
all-transactions,quarterly,Illinois,2003,4,303.45
all-transactions,quarterly,Illinois,2004,1,306.71
all-transactions,quarterly,Illinois,2004,2,313.72
all-transactions,quarterly,Illinois,2004,3,324.06
all-transactions,quarterly,Illinois,2004,4,328.67
all-transactions,quarterly,Illinois,2005,1,335.43
all-transactions,quarterly,Illinois,2005,2,343.33
all-transactions,quarterly,Illinois,2005,3,350.34
all-transactions,quarterly,Illinois,2005,4,356.74
all-transactions,quarterly,Illinois,2006,1,361.48
all-transactions,quarterly,Illinois,2006,2,364.29
all-transactions,quarterly,Illinois,2006,3,367.06
all-transactions,quarterly,Illinois,2006,4,371.12
all-transactions,quarterly,Illinois,2007,1,373.35
all-transactions,quarterly,Illinois,2007,2,372.1
all-transactions,quarterly,Illinois,2007,3,369.08
all-transactions,quarterly,Illinois,2007,4,370.3
all-transactions,quarterly,Illinois,2008,1,368.79
all-transactions,quarterly,Illinois,2008,2,361.33
all-transactions,quarterly,Illinois,2008,3,349.34
all-transactions,quarterly,Illinois,2008,4,348.21
all-transactions,quarterly,Illinois,2009,1,346.76
all-transactions,quarterly,Illinois,2009,2,336.85
all-transactions,quarterly,Illinois,2009,3,326.05
all-transactions,quarterly,Illinois,2009,4,322.97
all-transactions,quarterly,Illinois,2010,1,317.71
all-transactions,quarterly,Illinois,2010,2,314.07
all-transactions,quarterly,Illinois,2010,3,317.31
all-transactions,quarterly,Illinois,2010,4,315.19
all-transactions,quarterly,Illinois,2011,1,304.45
all-transactions,quarterly,Illinois,2011,2,298.38
all-transactions,quarterly,Illinois,2011,3,300.49
all-transactions,quarterly,Illinois,2011,4,300.4
all-transactions,quarterly,Illinois,2012,1,296.69
all-transactions,quarterly,Illinois,2012,2,293.02
all-transactions,quarterly,Illinois,2012,3,296.16
all-transactions,quarterly,Illinois,2012,4,296.3
all-transactions,quarterly,Illinois,2013,1,294.5
all-transactions,quarterly,Illinois,2013,2,296.39
all-transactions,quarterly,Illinois,2013,3,297.34
all-transactions,quarterly,Illinois,2013,4,298.75
all-transactions,quarterly,Illinois,2014,1,299.69
all-transactions,quarterly,Illinois,2014,2,304.89
all-transactions,quarterly,Illinois,2014,3,309.19
all-transactions,quarterly,Illinois,2014,4,310.49
all-transactions,quarterly,Illinois,2015,1,313.25
all-transactions,quarterly,Illinois,2015,2,316.29
all-transactions,quarterly,Illinois,2015,3,318.15
all-transactions,quarterly,Illinois,2015,4,319.72
all-transactions,quarterly,Illinois,2016,1,321.05
all-transactions,quarterly,Illinois,2016,2,325.67
all-transactions,quarterly,Illinois,2016,3,329.81
all-transactions,quarterly,Illinois,2016,4,331.74
all-transactions,quarterly,Illinois,2017,1,332.22
all-transactions,quarterly,Illinois,2017,2,337.16
all-transactions,quarterly,Illinois,2017,3,341.58
all-transactions,quarterly,Illinois,2017,4,342.97
all-transactions,quarterly,Illinois,2018,1,345.73
all-transactions,quarterly,Illinois,2018,2,350.41
all-transactions,quarterly,Illinois,2018,3,351.92
all-transactions,quarterly,Indiana,1975,1,66.16
all-transactions,quarterly,Indiana,1975,2,61.01
all-transactions,quarterly,Indiana,1975,3,63.38
all-transactions,quarterly,Indiana,1975,4,62.91
all-transactions,quarterly,Indiana,1976,1,61.85
all-transactions,quarterly,Indiana,1976,2,65.43
all-transactions,quarterly,Indiana,1976,3,65.27
all-transactions,quarterly,Indiana,1976,4,68.28
all-transactions,quarterly,Indiana,1977,1,70.52
all-transactions,quarterly,Indiana,1977,2,71.17
all-transactions,quarterly,Indiana,1977,3,73.61
all-transactions,quarterly,Indiana,1977,4,78.19
all-transactions,quarterly,Indiana,1978,1,81.04
all-transactions,quarterly,Indiana,1978,2,84.13
all-transactions,quarterly,Indiana,1978,3,86.7
all-transactions,quarterly,Indiana,1978,4,88.98
all-transactions,quarterly,Indiana,1979,1,93.4
all-transactions,quarterly,Indiana,1979,2,96.05
all-transactions,quarterly,Indiana,1979,3,97.75
all-transactions,quarterly,Indiana,1979,4,97.5
all-transactions,quarterly,Indiana,1980,1,100
all-transactions,quarterly,Indiana,1980,2,98.39
all-transactions,quarterly,Indiana,1980,3,101.77
all-transactions,quarterly,Indiana,1980,4,100.98
all-transactions,quarterly,Indiana,1981,1,103.78
all-transactions,quarterly,Indiana,1981,2,102.37
all-transactions,quarterly,Indiana,1981,3,104.77
all-transactions,quarterly,Indiana,1981,4,107.06
all-transactions,quarterly,Indiana,1982,1,103.97
all-transactions,quarterly,Indiana,1982,2,103.9
all-transactions,quarterly,Indiana,1982,3,101.7
all-transactions,quarterly,Indiana,1982,4,104.17
all-transactions,quarterly,Indiana,1983,1,105.85
all-transactions,quarterly,Indiana,1983,2,105.77
all-transactions,quarterly,Indiana,1983,3,105.32
all-transactions,quarterly,Indiana,1983,4,104.72
all-transactions,quarterly,Indiana,1984,1,104.82
all-transactions,quarterly,Indiana,1984,2,107.35
all-transactions,quarterly,Indiana,1984,3,106.19
all-transactions,quarterly,Indiana,1984,4,108.36
all-transactions,quarterly,Indiana,1985,1,109.13
all-transactions,quarterly,Indiana,1985,2,110.7
all-transactions,quarterly,Indiana,1985,3,111.34
all-transactions,quarterly,Indiana,1985,4,113.01
all-transactions,quarterly,Indiana,1986,1,114.26
all-transactions,quarterly,Indiana,1986,2,116.27
all-transactions,quarterly,Indiana,1986,3,118.05
all-transactions,quarterly,Indiana,1986,4,119.49
all-transactions,quarterly,Indiana,1987,1,121.26
all-transactions,quarterly,Indiana,1987,2,122.65
all-transactions,quarterly,Indiana,1987,3,124.24
all-transactions,quarterly,Indiana,1987,4,124.63
all-transactions,quarterly,Indiana,1988,1,127.34
all-transactions,quarterly,Indiana,1988,2,129.01
all-transactions,quarterly,Indiana,1988,3,129.62
all-transactions,quarterly,Indiana,1988,4,131
all-transactions,quarterly,Indiana,1989,1,132.05
all-transactions,quarterly,Indiana,1989,2,133.86
all-transactions,quarterly,Indiana,1989,3,136.19
all-transactions,quarterly,Indiana,1989,4,136.59
all-transactions,quarterly,Indiana,1990,1,137.58
all-transactions,quarterly,Indiana,1990,2,138.87
all-transactions,quarterly,Indiana,1990,3,140.11
all-transactions,quarterly,Indiana,1990,4,140.68
all-transactions,quarterly,Indiana,1991,1,142.85
all-transactions,quarterly,Indiana,1991,2,144.07
all-transactions,quarterly,Indiana,1991,3,145.15
all-transactions,quarterly,Indiana,1991,4,147.25
all-transactions,quarterly,Indiana,1992,1,148.49
all-transactions,quarterly,Indiana,1992,2,149.88
all-transactions,quarterly,Indiana,1992,3,152.16
all-transactions,quarterly,Indiana,1992,4,152.98
all-transactions,quarterly,Indiana,1993,1,154.02
all-transactions,quarterly,Indiana,1993,2,155.51
all-transactions,quarterly,Indiana,1993,3,157.4
all-transactions,quarterly,Indiana,1993,4,158.89
all-transactions,quarterly,Indiana,1994,1,160.58
all-transactions,quarterly,Indiana,1994,2,162.95
all-transactions,quarterly,Indiana,1994,3,164.91
all-transactions,quarterly,Indiana,1994,4,165.03
all-transactions,quarterly,Indiana,1995,1,167.25
all-transactions,quarterly,Indiana,1995,2,170.19
all-transactions,quarterly,Indiana,1995,3,173.15
all-transactions,quarterly,Indiana,1995,4,175.16
all-transactions,quarterly,Indiana,1996,1,177.32
all-transactions,quarterly,Indiana,1996,2,179.02
all-transactions,quarterly,Indiana,1996,3,180.43
all-transactions,quarterly,Indiana,1996,4,182.72
all-transactions,quarterly,Indiana,1997,1,184.07
all-transactions,quarterly,Indiana,1997,2,186.02
all-transactions,quarterly,Indiana,1997,3,188.7
all-transactions,quarterly,Indiana,1997,4,191.09
all-transactions,quarterly,Indiana,1998,1,192.88
all-transactions,quarterly,Indiana,1998,2,194.55
all-transactions,quarterly,Indiana,1998,3,196.82
all-transactions,quarterly,Indiana,1998,4,198.54
all-transactions,quarterly,Indiana,1999,1,200.36
all-transactions,quarterly,Indiana,1999,2,201.45
all-transactions,quarterly,Indiana,1999,3,202.51
all-transactions,quarterly,Indiana,1999,4,203.54
all-transactions,quarterly,Indiana,2000,1,205.1
all-transactions,quarterly,Indiana,2000,2,206.84
all-transactions,quarterly,Indiana,2000,3,209.67
all-transactions,quarterly,Indiana,2000,4,211.56
all-transactions,quarterly,Indiana,2001,1,216.04
all-transactions,quarterly,Indiana,2001,2,217.78
all-transactions,quarterly,Indiana,2001,3,219.3
all-transactions,quarterly,Indiana,2001,4,221.28
all-transactions,quarterly,Indiana,2002,1,222.93
all-transactions,quarterly,Indiana,2002,2,223.58
all-transactions,quarterly,Indiana,2002,3,226.02
all-transactions,quarterly,Indiana,2002,4,227.03
all-transactions,quarterly,Indiana,2003,1,228.86
all-transactions,quarterly,Indiana,2003,2,229.98
all-transactions,quarterly,Indiana,2003,3,231.56
all-transactions,quarterly,Indiana,2003,4,233.59
all-transactions,quarterly,Indiana,2004,1,234.9
all-transactions,quarterly,Indiana,2004,2,235.7
all-transactions,quarterly,Indiana,2004,3,238.37
all-transactions,quarterly,Indiana,2004,4,240.98
all-transactions,quarterly,Indiana,2005,1,242.58
all-transactions,quarterly,Indiana,2005,2,244.73
all-transactions,quarterly,Indiana,2005,3,248.32
all-transactions,quarterly,Indiana,2005,4,248.98
all-transactions,quarterly,Indiana,2006,1,248.97
all-transactions,quarterly,Indiana,2006,2,248.52
all-transactions,quarterly,Indiana,2006,3,249.99
all-transactions,quarterly,Indiana,2006,4,252.49
all-transactions,quarterly,Indiana,2007,1,253.35
all-transactions,quarterly,Indiana,2007,2,254.17
all-transactions,quarterly,Indiana,2007,3,253.06
all-transactions,quarterly,Indiana,2007,4,253.49
all-transactions,quarterly,Indiana,2008,1,255.51
all-transactions,quarterly,Indiana,2008,2,253.48
all-transactions,quarterly,Indiana,2008,3,249.53
all-transactions,quarterly,Indiana,2008,4,249.22
all-transactions,quarterly,Indiana,2009,1,252.98
all-transactions,quarterly,Indiana,2009,2,248.98
all-transactions,quarterly,Indiana,2009,3,244.6
all-transactions,quarterly,Indiana,2009,4,244.55
all-transactions,quarterly,Indiana,2010,1,241.1
all-transactions,quarterly,Indiana,2010,2,241.38
all-transactions,quarterly,Indiana,2010,3,244.46
all-transactions,quarterly,Indiana,2010,4,243.93
all-transactions,quarterly,Indiana,2011,1,238.69
all-transactions,quarterly,Indiana,2011,2,236.62
all-transactions,quarterly,Indiana,2011,3,239.43
all-transactions,quarterly,Indiana,2011,4,240.66
all-transactions,quarterly,Indiana,2012,1,238.34
all-transactions,quarterly,Indiana,2012,2,237.99
all-transactions,quarterly,Indiana,2012,3,240.11
all-transactions,quarterly,Indiana,2012,4,240.85
all-transactions,quarterly,Indiana,2013,1,240.82
all-transactions,quarterly,Indiana,2013,2,241.31
all-transactions,quarterly,Indiana,2013,3,242.15
all-transactions,quarterly,Indiana,2013,4,242.46
all-transactions,quarterly,Indiana,2014,1,242
all-transactions,quarterly,Indiana,2014,2,246.12
all-transactions,quarterly,Indiana,2014,3,248.31
all-transactions,quarterly,Indiana,2014,4,249.73
all-transactions,quarterly,Indiana,2015,1,252.37
all-transactions,quarterly,Indiana,2015,2,256.02
all-transactions,quarterly,Indiana,2015,3,256.89
all-transactions,quarterly,Indiana,2015,4,258.98
all-transactions,quarterly,Indiana,2016,1,259.35
all-transactions,quarterly,Indiana,2016,2,264.17
all-transactions,quarterly,Indiana,2016,3,268.36
all-transactions,quarterly,Indiana,2016,4,270.09
all-transactions,quarterly,Indiana,2017,1,270.35
all-transactions,quarterly,Indiana,2017,2,276.72
all-transactions,quarterly,Indiana,2017,3,281.85
all-transactions,quarterly,Indiana,2017,4,284.98
all-transactions,quarterly,Indiana,2018,1,287.59
all-transactions,quarterly,Indiana,2018,2,298.43
all-transactions,quarterly,Indiana,2018,3,302.65
all-transactions,quarterly,Kansas,1975,1,61.9
all-transactions,quarterly,Kansas,1975,2,62.24
all-transactions,quarterly,Kansas,1975,3,63.7
all-transactions,quarterly,Kansas,1975,4,64.67
all-transactions,quarterly,Kansas,1976,1,66.93
all-transactions,quarterly,Kansas,1976,2,67.72
all-transactions,quarterly,Kansas,1976,3,68.79
all-transactions,quarterly,Kansas,1976,4,70.6
all-transactions,quarterly,Kansas,1977,1,72.83
all-transactions,quarterly,Kansas,1977,2,76.28
all-transactions,quarterly,Kansas,1977,3,77.67
all-transactions,quarterly,Kansas,1977,4,80.39
all-transactions,quarterly,Kansas,1978,1,82.78
all-transactions,quarterly,Kansas,1978,2,85.07
all-transactions,quarterly,Kansas,1978,3,88.78
all-transactions,quarterly,Kansas,1978,4,90.67
all-transactions,quarterly,Kansas,1979,1,92.59
all-transactions,quarterly,Kansas,1979,2,94.42
all-transactions,quarterly,Kansas,1979,3,97.07
all-transactions,quarterly,Kansas,1979,4,98.32
all-transactions,quarterly,Kansas,1980,1,100
all-transactions,quarterly,Kansas,1980,2,101.56
all-transactions,quarterly,Kansas,1980,3,102.63
all-transactions,quarterly,Kansas,1980,4,104.47
all-transactions,quarterly,Kansas,1981,1,99.15
all-transactions,quarterly,Kansas,1981,2,103.81
all-transactions,quarterly,Kansas,1981,3,102.97
all-transactions,quarterly,Kansas,1981,4,105.63
all-transactions,quarterly,Kansas,1982,1,104.02
all-transactions,quarterly,Kansas,1982,2,104.41
all-transactions,quarterly,Kansas,1982,3,105.6
all-transactions,quarterly,Kansas,1982,4,105.48
all-transactions,quarterly,Kansas,1983,1,106.18
all-transactions,quarterly,Kansas,1983,2,109.18
all-transactions,quarterly,Kansas,1983,3,106.72
all-transactions,quarterly,Kansas,1983,4,107.9
all-transactions,quarterly,Kansas,1984,1,108.28
all-transactions,quarterly,Kansas,1984,2,108.3
all-transactions,quarterly,Kansas,1984,3,107.82
all-transactions,quarterly,Kansas,1984,4,108
all-transactions,quarterly,Kansas,1985,1,108.95
all-transactions,quarterly,Kansas,1985,2,109.54
all-transactions,quarterly,Kansas,1985,3,110.25
all-transactions,quarterly,Kansas,1985,4,110.88
all-transactions,quarterly,Kansas,1986,1,113.05
all-transactions,quarterly,Kansas,1986,2,113.51
all-transactions,quarterly,Kansas,1986,3,114.53
all-transactions,quarterly,Kansas,1986,4,115.15
all-transactions,quarterly,Kansas,1987,1,115.97
all-transactions,quarterly,Kansas,1987,2,117.75
all-transactions,quarterly,Kansas,1987,3,117.32
all-transactions,quarterly,Kansas,1987,4,116.54
all-transactions,quarterly,Kansas,1988,1,117.33
all-transactions,quarterly,Kansas,1988,2,118.16
all-transactions,quarterly,Kansas,1988,3,117.25
all-transactions,quarterly,Kansas,1988,4,118.95
all-transactions,quarterly,Kansas,1989,1,117.94
all-transactions,quarterly,Kansas,1989,2,119.95
all-transactions,quarterly,Kansas,1989,3,119.65
all-transactions,quarterly,Kansas,1989,4,120.25
all-transactions,quarterly,Kansas,1990,1,119.98
all-transactions,quarterly,Kansas,1990,2,119.75
all-transactions,quarterly,Kansas,1990,3,119.8
all-transactions,quarterly,Kansas,1990,4,119.32
all-transactions,quarterly,Kansas,1991,1,119.84
all-transactions,quarterly,Kansas,1991,2,120.67
all-transactions,quarterly,Kansas,1991,3,120.82
all-transactions,quarterly,Kansas,1991,4,122.43
all-transactions,quarterly,Kansas,1992,1,123.08
all-transactions,quarterly,Kansas,1992,2,123.66
all-transactions,quarterly,Kansas,1992,3,125.1
all-transactions,quarterly,Kansas,1992,4,125.46
